"movie_odid","display_name","release_odid","release_name","video_release_date","type","distributor"
"14890100","The Brothers Grimm","1350119","Brothers Grimm, The","2005-12-20","","Miramax Video"
"14920100","All That Jazz","8250119","All That Jazz","2007-04-03","","Fox Home Entertainment"
"14940100","Head of State","44680119","Head of State","2010-11-02","Regular","Paramount Home Video"
"14970100","Mars Attacks!","53590119","Mars Attacks","1997-06-17","Regular","Warner Home Video"
"14980100","The Secret Life of Bees","24390119","The Secret Life of Bees","2009-02-03","","Fox Home Entertainment"
"14990100","Sky Captain and the World of Tomorrow","44900119","Sky Captain & the World of Tomorrow","2006-04-18","Regular","Paramount Home Video"
"15000100","Autumn in New York","183870119","Autumn in New York","2001-01-02","Regular","MGM Video"
"15010100","How Stella Got Her Groove Back","237200119","How Stella Got Her Groove Back","2001-03-06","Regular","Fox Home Entertainment"
"15020100","Good Boy!","15040119","Good Boy!","2004-03-02","","MGM Video"
"15030100","El Laberinto del Fauno","8880119","Pan's Labyrinth","2007-05-15","Regular","New Line Home Video"
"15040100","The Nativity Story","7250119","Nativity Story, The","2007-03-20","Regular","New Line Home Video"
"15080100","Bill & Ted's Bogus Journey","251050119","Bill & Ted's Bogus Journey","2000-06-06","Regular","Fox Home Entertainment"
"15110100","Lawrence of Arabia","74030119","Lawrence of Arabia","2012-11-13","Regular","Sony Pictures Home Entertainment"
"15130100","Man of the Year","6990119","Man of the Year","2007-02-20","","Universal Home Entertainment"
"15140100","Oliver!","192420119","Oliver!","1998-08-11","Regular","Sony Pictures Home Entertainment"
"15160100","The Wild","3730119","Wild, The","2006-09-12","","Walt Disney Home Entertainment"
"15230100","The Family That Preys","23130119","Tyler Perry's The Family That Preys","2009-01-13","","Lionsgate Home Entertainment"
"15230100","The Family That Preys","46240119","The Family that Preys","2010-11-23","Regular","Lionsgate Home Entertainment"
"15280100","Fight Club","4370119","Fight Club","2000-06-06","Regular","Fox Home Entertainment"
"15290100","State of Play","29300119","State of Play","2009-09-01","","Universal Home Entertainment"
"15360100","Notorious","26510119","Notorious","2009-04-21","","Fox Home Entertainment"
"15380100","South Pacific","100530119","South Pacific","2006-11-07","Regular","Fox Home Entertainment"
"15390100","The Brave One","15130119","The Brave One","2008-02-05","","Warner Home Video"
"15400100","The Heartbreak Kid","11760119","Heartbreak Kid, The","2007-12-26","","Paramount Home Video"
"15510100","Freedom Writers","8430119","Freedom Writers","2007-04-17","","Paramount Home Video"
"15520100","Accepted","4260119","Accepted","2006-11-14","Regular","Universal Home Entertainment"
"15550100","Escape from Alcatraz","119390119","Escape from Alcatraz","2015-10-13","Regular","Warner Home Video"
"15570100","Vegas Vacation","81340119","Vegas Vacation","2013-05-21","Regular","Warner Home Video"
"15590100","8MM","61770119","8MM","2008-09-16","Regular","Sony Pictures Home Entertainment"
"15600100","The Thin Red Line","55550119","The Thin Red Line","1999-11-02","","Fox Home Entertainment"
"15610100","Beauty Shop","18690119","Beauty Shop","2005-08-01","Regular","MGM Video"
"15620100","Death Race","23350119","Death Race","2008-12-23","","Universal Home Entertainment"
"15670100","The Sentinel","3090119","Sentinel, The","2006-08-29","","Fox Home Entertainment"
"15740100","Derailed","1880119","Derailed","2006-03-21","","Weinstein Co./Genius"
"15790100","What a Girl Wants","10520119","What a Girl Wants","2003-08-05","","Warner Home Video"
"15800100","In the Bedroom","230119","In the Bedroom","2002-08-13","","Miramax Video"
"15820100","The Pink Panther 2","28690119","The Pink Panther 2","2009-06-23","","MGM Video"
"15820100","The Pink Panther 2","42740119","The Pink Panther 2","2009-02-06","Regular","MGM Video"
"15850100","The Island","18700119","Island, The","2005-12-13","","Dreamworks Video"
"15860100","Shine","27310119","Shine","1997-07-16","","New Line Home Video"
"15870100","Changeling","26030119","Changeling","2009-02-17","","Universal Home Entertainment"
"15880100","Murder on the Orient Express","163230119","Murder on the Orient Express","2017-04-25","Regular","Paramount Home Video"
"15900100","Robin Hood: Men in Tights","3710119","Robin Hood: Men in Tights","2006-09-05","","Fox Home Entertainment"
"15920100","Smokin' Aces","8410119","Smokin' Aces","2007-04-17","","Universal Home Entertainment"
"15940100","Jeepers Creepers 2","131920119","Jeepers Creepers II","2004-01-01","Regular","MGM Video"
"15960100","Children of Men","7990119","Children of Men","2007-03-27","","Universal Home Entertainment"
"15980100","Selena","101690119","Selena","1997-09-23","Regular","Warner Home Video"
"15990100","Cloudy with a Chance of Meatballs","33310119","Cloudy With a Chance of Meatballs","2010-01-05","","Sony Pictures Home Entertainment"
"16000100","The Ringer","2620119","Ringer, The","2006-05-16","","Fox Home Entertainment"
"16040100","The Messengers","9130119","Messengers, The","2007-06-05","","Sony Pictures Home Entertainment"
"16120100","The Number 23","9930119","Number 23, The","2007-07-24","","New Line Home Video"
"16140100","K-19: The Widowmaker","45570119","K-19: The Widowmaker ","2010-05-04","Regular","Paramount Home Video"
"16150100","Star Wars: The Clone Wars","22300119","Star Wars: The Clone Wars","2008-11-11","","Warner Home Video"
"16190100","Deck the Halls","11370119","Deck the Halls","2007-11-06","","Fox Home Entertainment"
"16200100","The Hot Chick","237190119","The Hot Chick","2003-05-13","Regular","Touchstone Home Video"
"16210100","Commando","41270119","Commando","2010-04-06","","Fox Home Entertainment"
"16220100","Good Luck Chuck","14260119","Good Luck Chuck","2008-01-15","","Lionsgate Home Entertainment"
"16320100","Take the Lead","3100119","Take the Lead","2006-08-29","","New Line Home Video"
"16380100","Licence to Kill","26820119","Licence to Kill","1999-10-19","","Fox Home Entertainment"
"16400100","Jack Frost","143480119","Jack Frost","2008-10-28","Regular","Warner Home Video"
"16410100","Hostage","18710119","Hostage","2005-06-21","","Miramax Video"
"16450100","Thirteen Days","87740119","Thirteen Days","2005-11-15","Regular","Warner Home Video"
"16470100","The 6th Day","61760119","The 6th Day","2008-08-05","Regular","Sony Pictures Home Entertainment"
"16480100","Woodstock","28640119","Woodstock: 3 Days of Peace and Music","1997-03-26","","Warner Home Video"
"16500100","Monster","20430119","Monster","2004-06-01","","Sony Pictures Home Entertainment"
"16510100","Like Father Like Son","266850119","Like Father Like Son","2007-01-23","Regular","Sony Pictures Home Entertainment"
"16520100","Eternal Sunshine of the Spotless Mind","13660119","Eternal Sunshine of the Spotless Mind","2004-09-28","","Universal Home Entertainment"
"16570100","Babel","6290119","Babel","2007-02-20","Regular","Paramount Home Video"
"16580100","Alexander","7220119","Alexander","2005-08-02","","Warner Home Video"
"16590100","Tommy","48780119","Tommy","2010-09-07","Regular","Sony Pictures Home Entertainment"
"16620100","The Reader","26470119","The Reader","2009-04-14","","Weinstein Co./Genius"
"16640100","The Doors","18360119","The Doors","1997-08-27","Regular","Live / Artisan"
"16660100","The Best Man","13180119","Best Man, The","2000-02-29","","Universal Home Entertainment"
"16670100","My Dog Skip","12450119","My Dog Skip","2000-07-11","","Warner Home Video"
"16690100","Snakes on a Plane","5560119","Snakes on a Plane","2007-01-02","","New Line Home Video"
"16710100","The Relic","47280119","The Relic","2000-06-06","Regular","Lionsgate Home Entertainment"
"16720100","She's the Man","1150119","She's the Man","2006-07-18","","Dreamworks Video"
"16800100","Dreamcatcher","20140119","Dreamcatcher","2003-09-30","Regular","Warner Home Video"
"16810100","The Punisher","186510119","The Punisher","2004-09-07","Regular","Lionsgate Home Entertainment"
"16830100","Flags of Our Fathers","5850119","Flags of Our Fathers","2007-02-06","","Paramount Home Video"
"16860100","The Constant Gardener","880119","Constant Gardner, The","2006-01-10","Regular","Universal Home Entertainment"
"16870100","I Spy","216780119","I Spy","2003-03-11","Regular","Sony Pictures Home Entertainment"
"16890100","Pay it Forward","27340119","Pay It Forward","2001-05-15","","Warner Home Video"
"16900100","Semi-Pro","16750119","Semi-Pro","2008-06-03","","New Line Home Video"
"16910100","Fireproof","24090119","Fireproof","2009-01-27","Regular","Sony Pictures Home Entertainment"
"16940100","Black Knight","237170119","Black Knight","2002-04-16","Regular","Fox Home Entertainment"
"16950100","Doubt","25880119","Doubt","2009-04-07","","Miramax Video"
"16960100","Rosemary's Baby","73390119","Rosemary's Baby","1998-08-25","Regular","Paramount Home Video"
"16970100","Planet of the Apes","22030119","Planet of the Apes (1968)","2001-08-21","Regular","Fox Home Entertainment"
"16980100","See Spot Run","19940119","See Spot Run","2001-08-28","","Warner Home Video"
"17000100","Mr. Bean’s Holiday","11900119","Mr. Bean's Holiday","2007-11-27","","Universal Home Entertainment"
"17010100","The Bridge on the River Kwai","48190119","The Bridge on the River Kwai","1994-07-08","Regular","Sony Pictures Home Entertainment"
"17040100","Friday After Next","233050119","Friday After Next","2008-01-08","Regular","Warner Home Video"
"17060100","Hello, Dolly","76440119","Hello, Dolly","2013-04-02","Regular","Fox Home Entertainment"
"17070100","Le Fabuleux destin d'Amélie Poulain","27350119","Amelie","2002-07-16","Regular","Miramax Video"
"17100100","Matilda","29990119","Matilda","1997-07-22","","Sony Pictures Home Entertainment"
"17120100","Zodiac","9520119","Zodiac","2007-07-24","Regular","Paramount Home Video"
"17130100","Breach","9190119","Breach","2007-06-12","Regular","Universal Home Entertainment"
"17240100","Balls of Fury","12320119","Balls of Fury","2007-12-18","","Universal Home Entertainment"
"17250100","In Her Shoes","980119","In Her Shoes","2006-01-31","","Fox Home Entertainment"
"17260100","The Bad News Bears","18720119","Bad News Bears, The","2005-12-13","Regular","Paramount Home Video"
"17270100","Drillbit Taylor","17870119","Drillbit Taylor","2008-07-01","","Paramount Home Video"
"17280100","Dreamer: Inspired by a True Story","1860119","Dreamer: Inspired by a True Story","2006-03-21","","Dreamworks Video"
"17300100","Team America: World Police","104090119","Team America: World Police","2005-05-17","Regular","Warner Bros / Paramount"
"17320100","The Last House on the Left","28850119","The Last House on the Left","2009-08-18","","Universal Home Entertainment"
"17350100","October Sky","147600119","October Sky","2005-01-25","Regular","Universal Home Entertainment"
"17360100","Taking Lives","20190119","Taking Lives","2004-08-17","","Warner Home Video"
"17380100","Return to Me","31740119","Return to Me","2000-10-31","","MGM Video"
"17390100","Blade Runner","9870119","Blade Runner","1997-03-26","Regular","Warner Home Video"
"17420100","Because of Winn-Dixie","1600119","Because of Winn-Dixie","2005-08-09","","Fox Home Entertainment"
"17460100","Just Friends","1750119","Just Friends","2006-03-07","","New Line Home Video"
"17470100","Bend it Like Beckham","12880119","Bend It Like Beckham","2003-09-30","","Fox Home Entertainment"
"17480100","Darkness Falls","12830119","Darkness Falls","2003-04-22","","Lionsgate Home Entertainment"
"17490100","Almost Famous","56540119","Almost Famous","2001-03-13","Regular","Dreamworks Video"
"17590100","Definitely, Maybe","17300119","Definitely, Maybe","2008-06-24","","Universal Home Entertainment"
"17600100","The Lost Boys","18860119","Lost Boys, The","1998-01-28","","Warner Home Video"
"17610100","The Love Guru","21820119","The Love Guru","2008-09-16","Regular","Paramount Home Video"
"17620100","Final Fantasy: The Spirits Within","145840119","Final Fantasy: The Spirits Within","2001-10-23","Regular","Sony Pictures Home Entertainment"
"17630100","Analyze That","20120119","Analyze That","2003-05-13","","Warner Home Video"
"17640100","Stealth","18730119","Stealth","2005-11-15","","Sony Pictures Home Entertainment"
"17670100","House of Wax","18740119","House of Wax","2005-10-25","","Warner Home Video"
"17690100","Mr. Magorium's Wonder Emporium","14020119","Mr. Magorium's Wonder Emporium","2008-03-04","","Fox Home Entertainment"
"17740100","Earth","30220119","Disney Nature Earth","2009-09-01","Regular","Walt Disney Home Entertainment"
"17750100","Cellular","233000119","Cellular","2009-05-05","Regular",""
"17770100","Psycho","55710119","Psycho","1992-03-01","Regular","Universal Home Entertainment"
"17790100","An American Werewolf in London","138420119","An American Werewolf in London","2001-09-18","Regular","Universal Home Entertainment"
"17850100","Milk","25840119","Milk","2009-03-10","","Universal Home Entertainment"
"17870100","Push","27770119","Push","2009-07-07","","Summit Home Video"
"17880100","Lake Placid","96420119","Lake Placid","2014-07-08","Regular","Shout Factory"
"17910100","The Wedding Date","1490119","Wedding Date, The","2005-08-16","","Universal Home Entertainment"
"17920100","The Soloist","28840119","The Soloist","2009-08-04","","Paramount Home Video"
"17930100","Transporter 3","26610119","Transporter 3","2009-03-10","Regular","Lionsgate Home Entertainment"
"17940100","Quarantine","24420119","Quarantine","2009-02-17","","Sony Pictures Home Entertainment"
"17980100","August Rush","14120119","August Rush","2008-03-11","","Warner Home Video"
"18020100","One Hour Photo","13700119","One Hour Photo","2003-02-18","","Fox Home Entertainment"
"18030100","United 93","3130119","United 93","2006-09-05","","Warner Home Video"
"18070100","Good Night, and Good Luck","1830119","Good Night, and Good Luck","2006-03-14","","Warner Home Video"
"18080100","A History of Violence","1810119","A History of Violence","2006-03-14","Regular","New Line Home Video"
"18090100","Nick and Norah's Infinite Playlist","24210119","Nick and Norah's Infinite Playlist","2009-02-03","","Sony Pictures Home Entertainment"
"18100100","Halloween 2","33330119","Halloween II (2009)","2010-01-12","","Sony Pictures Home Entertainment"
"18110100","Zack and Miri Make a Porno","24750119","Zack and Miri Make a Porno","2009-02-03","Regular","Weinstein Co./Genius"
"18120100","The Eye","16770119","Eye, The","2008-06-03","","Lionsgate Home Entertainment"
